Date,mcpc,ancillarytype
4/6/2011 2:00:00 PM,9.00000,Responsive Reserve Service
4/6/2011 3:00:00 PM,7.22000,Non Spin
4/6/2011 3:00:00 PM,3.00000,Regulation Down
4/6/2011 3:00:00 PM,10.00000,Regulation Up
4/6/2011 3:00:00 PM,10.53000,Responsive Reserve Service
4/6/2011 4:00:00 PM,9.62000,Non Spin
4/6/2011 4:00:00 PM,5.00000,Regulation Down
4/6/2011 4:00:00 PM,13.19000,Regulation Up
4/6/2011 4:00:00 PM,13.19000,Responsive Reserve Service
4/6/2011 5:00:00 PM,7.22000,Non Spin
4/6/2011 5:00:00 PM,7.00000,Regulation Down
4/6/2011 5:00:00 PM,5.00000,Regulation Up
4/6/2011 5:00:00 PM,12.08000,Responsive Reserve Service
4/6/2011 6:00:00 PM,7.30000,Non Spin
4/6/2011 6:00:00 PM,10.00000,Regulation Down
4/6/2011 6:00:00 PM,22.73000,Regulation Up
4/6/2011 6:00:00 PM,12.30000,Responsive Reserve Service
4/6/2011 7:00:00 PM,7.22000,Non Spin
4/6/2011 7:00:00 PM,7.11000,Regulation Down
4/6/2011 7:00:00 PM,9.63000,Regulation Up
4/6/2011 7:00:00 PM,9.05000,Responsive Reserve Service
4/6/2011 8:00:00 PM,8.16000,Non Spin
4/6/2011 8:00:00 PM,5.38000,Regulation Down
4/6/2011 8:00:00 PM,14.72000,Regulation Up
4/6/2011 8:00:00 PM,13.16000,Responsive Reserve Service
4/6/2011 9:00:00 PM,7.37000,Non Spin
4/6/2011 9:00:00 PM,7.23000,Regulation Down
4/6/2011 9:00:00 PM,7.90000,Regulation Up
4/6/2011 9:00:00 PM,9.34000,Responsive Reserve Service
4/6/2011 10:00:00 PM,5.38000,Non Spin
4/6/2011 10:00:00 PM,10.00000,Regulation Down
4/6/2011 10:00:00 PM,11.47000,Regulation Up
4/6/2011 10:00:00 PM,10.00000,Responsive Reserve Service
4/6/2011 11:00:00 PM,6.02000,Non Spin
4/6/2011 11:00:00 PM,9.96000,Regulation Down
4/6/2011 11:00:00 PM,9.33000,Regulation Up
4/6/2011 11:00:00 PM,8.33000,Responsive Reserve Service
4/7/2011 12:00:00 AM,4.02000,Non Spin
4/7/2011 12:00:00 AM,7.11000,Regulation Down
4/7/2011 12:00:00 AM,8.00000,Regulation Up
4/7/2011 12:00:00 AM,8.00000,Responsive Reserve Service
4/7/2011 1:00:00 AM,3.87000,Non Spin
4/7/2011 1:00:00 AM,8.00000,Regulation Down
4/7/2011 1:00:00 AM,7.41000,Regulation Up
4/7/2011 1:00:00 AM,7.22000,Responsive Reserve Service
4/7/2011 2:00:00 AM,3.73000,Non Spin
4/7/2011 2:00:00 AM,8.00000,Regulation Down
4/7/2011 2:00:00 AM,7.00000,Regulation Up
4/7/2011 2:00:00 AM,7.00000,Responsive Reserve Service
4/7/2011 3:00:00 AM,3.72000,Non Spin
4/7/2011 3:00:00 AM,8.00000,Regulation Down
4/7/2011 3:00:00 AM,6.25000,Regulation Up
4/7/2011 3:00:00 AM,6.25000,Responsive Reserve Service
4/7/2011 4:00:00 AM,3.80000,Non Spin
4/7/2011 4:00:00 AM,9.00000,Regulation Down
4/7/2011 4:00:00 AM,6.80000,Regulation Up
4/7/2011 4:00:00 AM,6.79000,Responsive Reserve Service
4/7/2011 5:00:00 AM,4.11000,Non Spin
4/7/2011 5:00:00 AM,10.00000,Regulation Down
4/7/2011 5:00:00 AM,11.10000,Regulation Up
4/7/2011 5:00:00 AM,11.10000,Responsive Reserve Service
4/7/2011 6:00:00 AM,6.02000,Non Spin
